epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,795.392,0.62529,0.63856,1.04709,0.92676,0.97134,0.98288,0.87841,0.49131,0.42054,0.8754,0.000586286,0.000586286,0.000586286
26,825.808,0.62447,0.63175,1.04541,0.92539,0.96364,0.97503,0.87239,0.4755,0.42126,0.8572,0.000578672,0.000578672,0.000578672
27,857.122,0.62151,0.62532,1.04095,0.95301,0.95972,0.97908,0.88835,0.4574,0.39862,0.86596,0.000571059,0.000571059,0.000571059
28,887.79,0.62047,0.61663,1.04062,0.94509,0.95361,0.97074,0.87967,0.46317,0.41764,0.84604,0.000563446,0.000563446,0.000563446
29,920.007,0.61791,0.63658,1.03969,0.95107,0.93607,0.97466,0.87835,0.48308,0.43566,0.90171,0.000555833,0.000555833,0.000555833
30,951.269,0.61207,0.6206,1.04082,0.93317,0.93741,0.97012,0.87864,0.4705,0.45071,0.87526,0.00054822,0.00054822,0.00054822
31,982.847,0.62573,0.63002,1.04418,0.93561,0.95068,0.96878,0.87065,0.4826,0.43289,0.89798,0.000540607,0.000540607,0.000540607
32,1013.48,0.60295,0.60826,1.03268,0.93764,0.95127,0.97371,0.88128,0.47418,0.42455,0.84211,0.000532994,0.000532994,0.000532994
33,1044.89,0.60719,0.59539,1.03288,0.92116,0.96244,0.96986,0.87507,0.48795,0.48202,0.85744,0.000525381,0.000525381,0.000525381
34,1075.85,0.61933,0.60807,1.0393,0.91691,0.95548,0.96995,0.89774,0.44183,0.44192,0.88745,0.000517768,0.000517768,0.000517768
35,1106.95,0.60146,0.59575,1.03435,0.95836,0.95858,0.98044,0.89581,0.4602,0.38436,0.88769,0.000510155,0.000510155,0.000510155
36,1138.23,0.60434,0.57869,1.03082,0.95532,0.94559,0.97932,0.87963,0.45859,0.40349,0.89154,0.000502541,0.000502541,0.000502541
37,1169.13,0.61853,0.5929,1.03909,0.94616,0.93789,0.96836,0.87177,0.47063,0.43409,0.9167,0.000494928,0.000494928,0.000494928
38,1201.23,0.60002,0.60144,1.03561,0.92283,0.96926,0.97346,0.87922,0.4643,0.41265,0.87769,0.000487315,0.000487315,0.000487315
39,1231.85,0.59881,0.57845,1.02746,0.93652,0.95733,0.96209,0.87216,0.45347,0.41929,0.90397,0.000479702,0.000479702,0.000479702
40,1263.72,0.59553,0.569,1.02757,0.95197,0.95458,0.9754,0.88372,0.4558,0.39292,0.89147,0.000472089,0.000472089,0.000472089
41,1294.46,0.60059,0.57179,1.03054,0.93181,0.95904,0.96717,0.88261,0.45841,0.42035,0.88359,0.000464476,0.000464476,0.000464476
42,1326.86,0.59002,0.57211,1.02976,0.93016,0.95048,0.9683,0.87455,0.46802,0.42231,0.90362,0.000456863,0.000456863,0.000456863
43,1358,0.58886,0.54852,1.02707,0.93053,0.96303,0.97808,0.89353,0.4549,0.39082,0.88023,0.00044925,0.00044925,0.00044925
44,1389.61,0.58883,0.55603,1.02891,0.9523,0.9362,0.97367,0.8803,0.45648,0.40002,0.89247,0.000441637,0.000441637,0.000441637
45,1420.55,0.59113,0.55401,1.02786,0.94049,0.94412,0.9744,0.88755,0.46535,0.42336,0.87768,0.000434024,0.000434024,0.000434024
46,1452.59,0.59054,0.557,1.02699,0.94898,0.94516,0.97684,0.88516,0.4742,0.40398,0.90064,0.000426411,0.000426411,0.000426411
47,1483.74,0.58692,0.54084,1.02271,0.95669,0.94614,0.97376,0.88825,0.46477,0.41542,0.85666,0.000418797,0.000418797,0.000418797
48,1515.57,0.57607,0.5302,1.01708,0.94745,0.9363,0.96962,0.88367,0.45367,0.40634,0.86864,0.000411184,0.000411184,0.000411184
49,1546.51,0.57726,0.53701,1.02016,0.96455,0.94459,0.97732,0.89256,0.45293,0.3754,0.85539,0.000403571,0.000403571,0.000403571
50,1579.04,0.57749,0.52996,1.02257,0.92757,0.94388,0.97159,0.88295,0.45647,0.42197,0.90289,0.000395958,0.000395958,0.000395958
51,1609.88,0.57744,0.53615,1.02193,0.92914,0.94271,0.96129,0.87349,0.4589,0.44417,0.86997,0.000388345,0.000388345,0.000388345
52,1641.56,0.56749,0.52234,1.01773,0.9426,0.94702,0.97163,0.8823,0.44453,0.39127,0.85997,0.000380732,0.000380732,0.000380732
53,1672.97,0.57482,0.53565,1.0195,0.91687,0.95619,0.96434,0.87889,0.44973,0.42262,0.85893,0.000373119,0.000373119,0.000373119
54,1703.89,0.56694,0.51818,1.01512,0.91722,0.95767,0.97172,0.88981,0.46064,0.40407,0.88586,0.000365506,0.000365506,0.000365506
55,1735.43,0.5662,0.51225,1.01205,0.94422,0.94856,0.97178,0.88055,0.4711,0.41197,0.89582,0.000357893,0.000357893,0.000357893
56,1766.71,0.56165,0.51164,1.01539,0.96039,0.93666,0.97206,0.88957,0.4632,0.41341,0.89626,0.00035028,0.00035028,0.00035028
57,1798.61,0.56586,0.51924,1.01478,0.94007,0.94913,0.97886,0.89349,0.44848,0.38266,0.87402,0.000342666,0.000342666,0.000342666
58,1829.24,0.56382,0.51093,1.01563,0.93793,0.95467,0.97599,0.88846,0.45727,0.39633,0.88349,0.000335053,0.000335053,0.000335053
59,1860.89,0.56524,0.51145,1.01328,0.94336,0.943,0.97206,0.88643,0.45156,0.39964,0.8745,0.00032744,0.00032744,0.00032744
60,1891.69,0.55858,0.51416,1.01764,0.95349,0.92852,0.97361,0.89007,0.43964,0.39474,0.88471,0.000319827,0.000319827,0.000319827
61,1923.44,0.54547,0.50167,1.00949,0.93789,0.96913,0.97589,0.8871,0.45432,0.37632,0.88812,0.000312214,0.000312214,0.000312214
62,1954.22,0.5589,0.50767,1.01446,0.93701,0.97153,0.97146,0.88847,0.45228,0.39233,0.88349,0.000304601,0.000304601,0.000304601
63,1985.89,0.55873,0.51607,1.01425,0.94732,0.96312,0.97552,0.88622,0.45036,0.38523,0.85067,0.000296988,0.000296988,0.000296988
64,2016.57,0.55338,0.49064,1.007,0.95131,0.96598,0.97591,0.88006,0.46871,0.39278,0.85846,0.000289375,0.000289375,0.000289375
65,2047.55,0.55441,0.49007,1.00996,0.9562,0.90947,0.97184,0.87617,0.45975,0.40194,0.86517,0.000281762,0.000281762,0.000281762
66,2078.89,0.55587,0.48801,1.00773,0.95868,0.95306,0.97732,0.88929,0.46757,0.37223,0.86197,0.000274148,0.000274148,0.000274148
67,2109.61,0.54533,0.48748,1.0039,0.94853,0.96839,0.97865,0.88771,0.47648,0.37416,0.8659,0.000266535,0.000266535,0.000266535
68,2141.49,0.54481,0.48618,1.0081,0.9476,0.96091,0.98007,0.89174,0.46663,0.36588,0.8734,0.000258922,0.000258922,0.000258922
69,2172.28,0.55169,0.48868,1.00536,0.95684,0.96887,0.97659,0.88985,0.43654,0.37063,0.86241,0.000251309,0.000251309,0.000251309
70,2204.14,0.54377,0.47805,1.00983,0.96334,0.95486,0.97899,0.88461,0.46318,0.37296,0.87274,0.000243696,0.000243696,0.000243696
71,2234.9,0.54272,0.46563,1.0057,0.9696,0.95518,0.97996,0.89538,0.433,0.36666,0.86681,0.000236083,0.000236083,0.000236083
72,2266.73,0.54459,0.47546,1.00599,0.95785,0.9568,0.9762,0.8914,0.45256,0.36365,0.90017,0.00022847,0.00022847,0.00022847
73,2297.59,0.54013,0.47229,1.00484,0.9396,0.96342,0.97164,0.88276,0.45807,0.38925,0.88774,0.000220857,0.000220857,0.000220857
74,2329.2,0.54098,0.47996,1.00272,0.96914,0.94229,0.97296,0.88595,0.46281,0.3703,0.87341,0.000213244,0.000213244,0.000213244
75,2360.19,0.53577,0.46704,1.00561,0.94314,0.96609,0.97157,0.88744,0.46035,0.38657,0.89461,0.000205631,0.000205631,0.000205631
76,2391.26,0.53553,0.47859,1.00308,0.95545,0.91763,0.96257,0.87818,0.4525,0.39862,0.8979,0.000198018,0.000198018,0.000198018
77,2423.09,0.53861,0.4581,1.00139,0.929,0.95605,0.96526,0.88333,0.44529,0.39105,0.87763,0.000190404,0.000190404,0.000190404
78,2453.98,0.52331,0.446,0.99328,0.94119,0.95528,0.97366,0.8836,0.45627,0.36583,0.86858,0.000182791,0.000182791,0.000182791
79,2485.92,0.52633,0.45138,0.99906,0.94279,0.96201,0.97562,0.88973,0.45374,0.37991,0.86836,0.000175178,0.000175178,0.000175178
80,2516.92,0.52491,0.45433,0.99544,0.94376,0.96056,0.97317,0.88791,0.46708,0.39205,0.86358,0.000167565,0.000167565,0.000167565
81,2548.94,0.5282,0.45333,0.99532,0.90812,0.97872,0.97702,0.8873,0.46328,0.37264,0.86126,0.000159952,0.000159952,0.000159952
82,2580.2,0.52226,0.45072,0.99558,0.94018,0.97161,0.97727,0.89177,0.44106,0.37196,0.84818,0.000152339,0.000152339,0.000152339
83,2612.23,0.51515,0.43666,0.99369,0.95908,0.95186,0.97627,0.89357,0.45855,0.35939,0.85948,0.000144726,0.000144726,0.000144726
84,2643.19,0.50776,0.43835,0.98935,0.94798,0.96328,0.97694,0.89332,0.45389,0.36773,0.86097,0.000137113,0.000137113,0.000137113
85,2675.31,0.51466,0.43496,0.99433,0.96439,0.96702,0.97319,0.88709,0.45578,0.35135,0.85851,0.0001295,0.0001295,0.0001295
86,2706.44,0.52124,0.44039,0.994,0.94976,0.95082,0.97298,0.88408,0.47192,0.38478,0.86942,0.000121887,0.000121887,0.000121887
87,2738.39,0.51668,0.43879,0.99104,0.94573,0.95415,0.97373,0.88615,0.47491,0.38532,0.86063,0.000114273,0.000114273,0.000114273
88,2769.31,0.51597,0.44147,0.99529,0.95036,0.96089,0.9719,0.8874,0.47109,0.3838,0.86721,0.00010666,0.00010666,0.00010666
89,2801.24,0.51922,0.44157,0.99746,0.95145,0.94859,0.97085,0.88478,0.46522,0.37989,0.87099,9.90472e-05,9.90472e-05,9.90472e-05
90,2832.48,0.50988,0.42565,0.99055,0.95036,0.95527,0.96784,0.88461,0.46056,0.38492,0.86707,9.14341e-05,9.14341e-05,9.14341e-05
91,2864.46,0.35259,0.24019,0.89473,0.95327,0.93342,0.96941,0.8801,0.45472,0.38474,0.89574,8.3821e-05,8.3821e-05,8.3821e-05
92,2894.7,0.34031,0.22384,0.88543,0.96041,0.94007,0.96905,0.88221,0.45668,0.38545,0.90086,7.62079e-05,7.62079e-05,7.62079e-05
93,2924.83,0.33934,0.21402,0.8848,0.91495,0.97175,0.96952,0.88217,0.45927,0.39841,0.9027,6.85948e-05,6.85948e-05,6.85948e-05
94,2956,0.33234,0.21097,0.88628,0.91232,0.96725,0.96625,0.87643,0.45985,0.40285,0.89764,6.09817e-05,6.09817e-05,6.09817e-05
95,2986.06,0.33212,0.21394,0.8875,0.95119,0.94073,0.97059,0.88464,0.46116,0.37589,0.89284,5.33686e-05,5.33686e-05,5.33686e-05
96,3016.89,0.32709,0.20368,0.87846,0.93936,0.95442,0.97079,0.88201,0.45857,0.39247,0.89247,4.57555e-05,4.57555e-05,4.57555e-05
97,3047.25,0.32693,0.20063,0.87986,0.95015,0.93772,0.97306,0.89025,0.45667,0.38745,0.90451,3.81424e-05,3.81424e-05,3.81424e-05
98,3077.48,0.32385,0.2035,0.88494,0.95662,0.93844,0.97134,0.8883,0.4557,0.37687,0.90381,3.05293e-05,3.05293e-05,3.05293e-05
99,3108.66,0.3201,0.20053,0.88122,0.95637,0.93803,0.9719,0.8913,0.45578,0.3787,0.90511,2.29162e-05,2.29162e-05,2.29162e-05
100,3139.06,0.31495,0.1956,0.87849,0.96136,0.93147,0.97227,0.88833,0.45465,0.37535,0.90419,1.53031e-05,1.53031e-05,1.53031e-05
